Hotel_Name,Hotel_Rating,City,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Stars
Hotel Nagpur Ashok,4,nagpur,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant,5235,3
Nirvana Residency,4.7,nagpur,0,0,0,0,0,0,0,0,2600,0
The Paramount Hotel,4.4,nagpur,Paid parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,Smoke-free,0,1071,3.545108005
Hotel President Nagpur,4.1,nagpur,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2813,3
Treebo Trend The Pavilion,4,nagpur,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,2966,3.545108005
Treebo Trend Hotel A1,3.9,nagpur,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,2689,3
The Park Indore,4.7,indore,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6272,5
Pride Hotel & Convention Centre Indore,4.1,indore,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3807,4
Pride Hotel & Convention Centre Indore,4.1,indore,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3273,4
Hotel Solaris,4,indore,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,2259,3
Sayaji Hotel Indore,4.4,indore,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5111,5
Best Western Plus Indore,4.2,indore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3424,4
Fairfield by Marriott Indore,4.2,indore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4770,4
Jalsa Resort & Banquets,4.3,indore,Free parking,Pool,Spa,Restaurant,Kitchen,Full-service laundry,Accessible,Kid-friendly,2921,3.545108005
Radisson Blu Hotel Indore,4.5,indore,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6266,5
Indore Marriott Hotel,4.4,indore,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6721,5
Sheraton Grand Palace Indore,4.3,indore,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7280,5
Jardin Hotels,4.2,indore,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,2508,3.545108005
"WOW Crest, Indore - IHCL SeleQtions",4.3,indore,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,5878,3.545108005
Effotel by Sayaji,4.3,indore,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,4090,4
"Hotel Meritel Grande, Indore",4.9,indore,Free Wi-Fi,Free parking,Air conditioning,Spa,Bar,Restaurant,Room service,Kitchen,1384,3.545108005
Hotel Vrindavan Palace,4.4,indore,Free parking,Pool,Air conditioning,Pet-friendly,Room service,Kitchen,Full-service laundry,0,1871,3.545108005
Hotel Shri Niwas,3.7,indore,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,Kid-friendly,0,0,1289,2
JMC HOTEL S GRANDE INDORE,4.6,indore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2239,3
The Park Indore,4.7,indore,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,5018,5
My Special House,2.9,indore,1 bedroom,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,1020,2
Astha Lakshmi Tourist Homestay,4.5,indore,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,1428,6
Treebo Trend Grand Euro,4.7,indore,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,Kid-friendly,2570,3.545108005
Sayaji Hotel Indore,4.4,indore,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5874,5
Trident Hotel Jaipur,4.4,jaipur,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,14160,5
The Lalit Jaipur,4.4,jaipur,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,12389,5
Hotel Sarang Palace - Boutique Stays & Candlelight Dining,4.4,jaipur,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Spa,Bar,Restaurant,Room service,2724,3
Moustache Jaipur,4.4,jaipur,Free Wi-Fi,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,0,0,1039,2
Chokhi Dhani Resort,4.3,jaipur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,10029,5
"Holiday Inn Jaipur City Centre, an IHG Hotel",4.5,jaipur,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,14190,5
Umaid Bhawan-A Royal Heritage Style Boutique Hotel,4.3,jaipur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,5585,4
Jaipur Marriott Hotel,4.5,jaipur,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7840,5
"Devi Ratn, Jaipur – IHCL SeleQtions",4.5,jaipur,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,16992,5
The Lalit Jaipur,4.4,jaipur,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7381,5
Hotel Rajasthan Palace,4.7,jaipur,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,5479,3
WelcomHeritage Traditional Haveli,4.5,jaipur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant,4704,5
Hilton Jaipur,4.4,jaipur,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6885,5
"Lemon Tree Premier, Jaipur",4.3,jaipur,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,3920,4
Hotel Grand Lotus Inn,4.7,jaipur,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1489,3
"Jai Mahal Palace, Jaipur",4.7,jaipur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,34173,5
Chokhi Dhani Resort,4.3,jaipur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,8388,5
Dera Jaipur,4.5,jaipur,6 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,8400,17
Blue Beds Jaipur,4.4,jaipur,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,1858,3
Hotel Royal Orchid Jaipur,4.3,jaipur,Free breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Restaurant,6011,5
Ginger Jaipur,4.1,jaipur,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,3135,3
Pride Amber Vilas Resort & Convention Centre,4.2,jaipur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,7951,4
Sureli Haveli Jaipur,3.8,jaipur,1 bedroom,Paid parking,No outdoor grill,Not pet-friendly,Not smoke-free,Not wheelchair accessible,0,0,1415,2
ibis Nashik,4.4,nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Full-service laundry,2911,2
Treebo Trend Abode,4,nashik,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,3271,3
Birla Ayurveda Stay Centre,4.1,nashik,2 bedrooms,Air conditioning,Paid parking,Free Wi-Fi,No crib,No elevator,No fireplace,No fitness center,1482,6
ibis Nashik,4.4,nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Full-service laundry,2872,2
Raghunandan Resort,4.2,nashik,0,0,0,0,0,0,0,0,2195,0
The Emerald Park,4,nashik,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,3190,3
The Gateway Hotel Ambad Nashik,4.6,nashik,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,12980,5
"Enrise by Sayaji - Nashik, Best Banquet Hotel",4.2,nashik,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,3489,3.545108005
"Hotel Royale Heritage, Nashik",3.8,nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,1242,3
Courtyard by Marriott Nashik,4.4,nashik,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,9735,5
Ginger Nashik,3.8,nashik,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Kitchen,Full-service laundry,Kid-friendly,3518,3
Hotel Panchavati Yatri,4,nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1934,2
Caves County,4.1,nashik,Free Wi-Fi,Free parking,Restaurant,Room service,Full-service laundry,0,0,0,4021,3.545108005
Hotel Rama Heritage,4.1,nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2746,3
PANCHAVATI ELITE INN,3.6,nashik,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2071,3
"Holiday Inn Express Nashik Indira Nagar, an IHG Hotel",3.8,nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Accessible,4434,2
Shakuntala Farms - Rustic Farmstay with Modern Comforts,4.9,nashik,Free Wi-Fi,Free parking,Air conditioning,Kitchen,Full-service laundry,0,0,0,4745,3.545108005
Hotel Grand Rio,4.5,nashik,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,4016,4
"Hotel MBC Citadel Nashik ( Near Sula, Trimbakeshwar and MIDC Area )",4.2,nashik,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,3870,3.545108005
Shriram Guest House,3,nashik,Pool,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,618,3.545108005
Quality Inn Regency,3.8,nashik,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3210,3
"Treebo Trend The Utsav, Nashik",4.6,nashik,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,2968,3.545108005
Itsy by Treebo - Oasis Pride,4,nashik,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Full-service laundry,Accessible,Kid-friendly,2217,3.545108005
Best Western Bliss,4.1,kanpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen,3300,3
MVR Grand Hotel,4.4,kanpur,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,3744,3.545108005
The Landmark Towers,4.4,kanpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6719,5
Red Orchid Hotel Kanpur,4.3,kanpur,Free Wi-Fi,Paid parking,Bar,Restaurant,Room service,Kitchen,Full-service laundry,0,2335,3.545108005
Best Western Bliss,4.1,kanpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen,3300,3
Hotel Kartar Yatri Niwas,4.1,kanpur,Air conditioning,Room service,Kitchen,Full-service laundry,0,0,0,0,627,3.545108005
Vijay Intercontinental,4.1,kanpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4452,5
Moon And Mars Resort,4.3,kanpur,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4242,3.545108005
Status club business Hotel,3.9,kanpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,2395,3
Hotel Bhagyaraj Palace -Best Hotel In Kanpur,4.2,kanpur,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0,0,1826,3.545108005
Hotel The Novelty,4.8,kanpur,Air conditioning,Breakfast,Paid parking,Room service,Kitchen,Kid-friendly,Smoke-free,0,1800,3.545108005
Little Chef Hotel,4.3,kanpur,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3679,3
"Krishna vatika, Krishna nagar Kanpur nagar uttar pradesh",4.2,kanpur,0,0,0,0,0,0,0,0,2600,0
THE VILLA,3.9,kanpur,Free Wi-Fi,Pool,Kitchen,Full-service laundry,Kid-friendly,0,0,0,3133,3
Hotel Sant Villa,3.2,kanpur,Free Wi-Fi,Air conditioning,Kitchen,Full-service laundry,0,0,0,0,533,1
Status Club & Resort,4.3,kanpur,Air conditioning,Kid-friendly,0,0,0,0,0,0,4040,3
The Deep Hotel,4,kanpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,0,2072,3
THE ROYAL ORCHID HOTEL | Hotels in Kanpur,4.1,kanpur,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,0,3280,3.545108005
Little Chef Hotel,4.3,kanpur,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3679,3
Hotel Bhagyaraj Palace -Best Hotel In Kanpur,4.2,kanpur,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0,0,2560,3.545108005
The Altius Boutique Hotel,4,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,4435,4
Hotel Oyster,4,chandigarh,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,3528,3
Hotel Emerald Chandigarh,4.2,chandigarh,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1765,3
Hotel Aroma Chandigarh,4.3,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,3035,3
The Altius Boutique Hotel,4,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,3003,4
Hotel The Yellow,4.1,chandigarh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1651,3.545108005
Hotel Royal Park 22,4.3,chandigarh,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,2231,3
Hotel City Palace,3.4,chandigarh,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,0,0,461,3.545108005
"The Fern Residency, Chandigarh",4,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,4077,3
Wyndham Chandigarh Mohali,4.6,chandigarh,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Restaurant,10636,3.545108005
Hotel City Heart Premium,3.8,chandigarh,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,2036,3
Hotel Pride,4.5,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1407,2
The Regent hotel,3.5,chandigarh,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1950,3
Hotel Chandigarh Beckons,4.2,chandigarh,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2808,3
Taj Chandigarh,4.4,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,15337,5
The Piccadily Hotel,4.1,chandigarh,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Kitchen,4656,4
Amara Hotel,4.1,chandigarh,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,2533,3
Hotel Landmark Chandigarh,3.8,chandigarh,Breakfast,Free Wi-Fi,Paid parking,Hot tub,Air conditioning,Restaurant,Room service,Kitchen,1976,2
Hotel Park Inn,4.1,chandigarh,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,3506,3
Kapoor's Homestay Chandigarh,3.2,chandigarh,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,2580,5
Natures Blessing,4.9,chandigarh,3 bedrooms,Air conditioning,Elevator,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,2528,7
Hotel Parkview,4,chandigarh,0,0,0,0,0,0,0,0,2398,0
Hotel Icon,4.2,chandigarh,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,5544,4
The Guwahati Address,4.3,guwahati,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,6720,4
Treebo Trend Umal Homestay,4.5,guwahati,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,2572,3
"Radisson Blu Hotel, Guwahati",4.5,guwahati,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7153,5
Exotic Villa Homestay,4.3,guwahati,Free Wi-Fi,Free parking,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,1026,3.545108005
Vivanta Guwahati,4.4,guwahati,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,9781,5
"The Greenwood Resort, Guwahati",4.3,guwahati,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant,7111,3
Novotel Guwahati GS Road,4.6,guwahati,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,8623,5
Ginger Guwahati,3.8,guwahati,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,3358,3
A P Home's,4.4,guwahati,2 bedrooms,Air conditioning,Fireplace,Cable TV,Free Wi-Fi,No crib,No elevator,No fitness center,1306,6
Mahalaxmi Home Stay,4.3,guwahati,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Kitchen,Airport shuttle,710,3.545108005
The Ornate,4.2,guwahati,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,4017,3
Gibbon Backpackers Hostel,4.5,guwahati,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,0,0,782,3.545108005
Pragati Manor,4.1,guwahati,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,4451,3
The Rhino,4,guwahati,0,0,0,0,0,0,0,0,1371,0
Hiltop Lodge,3.8,guwahati,2 bedrooms,Fireplace,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,1166,5
Airport Guest House Guwahati,4,guwahati,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,2354,3
"The Greenwood, Guwahati : A Luxury Boutique Hotel",4.6,guwahati,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,6335,3.545108005
Dula Homestay,4.7,guwahati,Free parking,Air conditioning,Breakfast,Kitchen,Accessible,0,0,0,1034,3.545108005
Luit Vista Guest House (A boutique Heritage property),4.3,guwahati,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Kid-friendly,Smoke-free,2106,3.545108005
Hotel Dynasty,4.1,guwahati,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,3604,4
Ratnamouli Palace,4.6,guwahati,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,6720,3.545108005
Treebo Trend Pappilon Palace,4.2,mangalore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free,3008,3
Treebo Trend The Horizon - Hotel in Mangalore,4.1,mangalore,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,2738,3
Rks Beachfront,4.8,mangalore,Free parking,Pool,Beach access,Bar,Restaurant,Room service,Kitchen,Full-service laundry,4116,3.545108005
Hotel Manorama,4,mangalore,Free Wi-Fi,Free parking,Air conditioning,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,1237,3
Grand Plaza Hotel,3.9,mangalore,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Airport shuttle,Kid-friendly,0,2580,3
Hotel Ganga Sagar,4.3,mangalore,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Smoke-free,1348,3.545108005
"Vivanta Mangalore, Old Port Road",4.2,mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,6891,4
Hotel Mangalore International,3.8,mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Kid-friendly,1362,3
Cosmo Lodge,3.8,mangalore,Paid parking,Air conditioning,Breakfast,Room service,Kitchen,Full-service laundry,Accessible,Kid-friendly,887,3.545108005
The Sea View,4.2,mangalore,Free Wi-Fi,Free parking,Pool,Spa,Bar,Restaurant,Room service,Kitchen,4777,3.545108005
Hotel Heraa International - The Heraa Inn,4.6,mangalore,0,0,0,0,0,0,0,0,2239,0
Hotel Poonja International,3.5,mangalore,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1677,3
THE OCEAN PEARL INN,4.3,mangalore,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,0,4106,3.545108005
The Ocean Pearl,4.4,mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,5891,3
Royal Plaza Suites,4.7,mangalore,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,0,4409,3.545108005
Goldfinch Hote l Mangaluru,4.2,mangalore,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Kitchen,Airport shuttle,4619,3.545108005
Hotel Paramount Suites & Service Apartments (Mangalore),4.5,mangalore,Free parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,Business center,0,2464,3.545108005
Hotel Plaza Heights,4.6,mangalore,Free parking,Air conditioning,Smoke-free,0,0,0,0,0,1937,3.545108005
Woodlands Hotel,4,mangalore,Free parking,Wi-Fi,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,1888,3.545108005
AJ Grand Hotel,4.5,mangalore,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,4620,3.545108005
Hotel Ganga Sagar,4.3,mangalore,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Smoke-free,1348,3.545108005
The Sea View,4.2,mangalore,Free Wi-Fi,Free parking,Pool,Spa,Bar,Restaurant,Room service,Kitchen,4936,3.545108005
Grand Mercure Mysore,4.5,mysore,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7503,5
Treebo Trend Akshaya Mahal Inn - Hotel in Mysore,4.2,mysore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kid-friendly,0,5572,3
Tulips Homestay | Studio Rooms & Wi-Fi,4.3,mysore,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,2195,6
Lalitha Mahal Palace Hotel,4.3,mysore,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,5244,4
"Hotel Heritage Inn, Mysore",4.3,mysore,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,1967,3.545108005
Hotel Garden City,3.6,mysore,Breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,715,2
Aishwarya Le Royal (Best Budget Hotel in Mysore),3.7,mysore,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,0,0,1048,3
Hotel Mayura Hoysala Mysuru,4.1,mysore,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Bar,Restaurant,Room service,Airport shuttle,2419,3
Livaana (Formerly known as Vivaana),3.8,mysore,Free Wi-Fi,Free parking,Pool,Bar,Restaurant,Room service,Kitchen,Airport shuttle,2193,3.545108005
Hotel Sandesh The Prince,4.1,mysore,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3008,4
"Fortune JP Palace, Mysore - Member ITC's hotel group",4.3,mysore,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4880,4
Grand Mercure Mysore,4.5,mysore,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6000,5
Country Inn Mysore - Mosaic,4.5,mysore,0,0,0,0,0,0,0,0,4645,0
Hotel Sepoy Grande,4,mysore,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry,0,1455,3
Silent Shores Resort & Spa,4.3,mysore,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6838,4
Maya's Kings Kourt,4.1,mysore,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,1852,3
Rahee Bi Roambay,4.5,mysore,0,0,0,0,0,0,0,0,1398,0
REGALIA INN AND SUITES,4,mysore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,1628,3
Hotel Kalyani,3.9,mysore,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,1288,2
Royal Tusker Luxury Service Apartments,4.9,mysore,Free parking,Air conditioning,Spa,Breakfast,Kitchen,Airport shuttle,Full-service laundry,Accessible,2107,3.545108005
Grand Maurya Hotel & Resort,4.1,mysore,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,2828,2
Tulips Homestay Mysore,4.4,mysore,Airport shuttle,Cable TV,Wheelchair accessible,Free parking,Free Wi-Fi,No air conditioning,No beach access,No elevator,2387,4
