Hotel_Name,Hotel_Rating,City,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Stars
"MAYFAIR Spa Resort & Casino, Gangtok",4.4,sikkim,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9800,5
Kaya Gantavya Resort & Spa | Pelling,4.6,sikkim,Free Wi-Fi,Free parking,Spa,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly,5643,3.545108005
Great Eastern Valley Residency,4.3,sikkim,0,0,0,0,0,0,0,0,769,3.545108005
"Udaan Hotels | Alpine Resort, Gangtok",4.6,sikkim,Breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,3360,3
"Vivanta Sikkim, Pakyong",4.4,sikkim,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Spa,Restaurant,Room service,12980,5
Garden Retreat Hotel,4.1,sikkim,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,0,1050,3.545108005
Central Hill Resort The Mall Road Gangtok,3.5,sikkim,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,1340,3
Superview Waterfall Homestay Rumtek,4.2,sikkim,0,0,0,0,0,0,0,0,560,3.545108005
Zemu Gangtok,4.7,sikkim,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,1098,3.545108005
Divine's The Elite Zong,4.5,sikkim,Free Wi-Fi,Free parking,Restaurant,Room service,Accessible,Kid-friendly,0,0,1290,3.545108005
Hotel Alpha Omega,5,sikkim,0,0,0,0,0,0,0,0,930,0
Hotel Sonam Delek,4.3,sikkim,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Full-service laundry,Kid-friendly,0,1248,2
Sikkim Tourist Center,4.3,sikkim,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,4914,3.545108005
Sterling Gangtok - Orange Village,4,sikkim,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,9186,4
SS BeachResort,4,varkala,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Restaurant,Room service,2160,3
Sajjoys Varkala,4.7,varkala,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Beach access,Restaurant,7018,3.545108005
Clafouti Beach Resort,4.1,varkala,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,4556,3
Zostel Varkala,4.6,varkala,Free Wi-Fi,Air conditioning,Paid parking,Beach access,Restaurant,Full-service laundry,Smoke-free,0,1790,3.545108005
Garden Bay Resort,4.5,varkala,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Beach access,Room service,Kitchen,Airport shuttle,1997,3.545108005
"The Lost Hostels, Varkala - Helipad",4.5,varkala,Wi-Fi,Beach access,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1113,3.545108005
SANDRA Eco Beach Resort,4.7,varkala,0,0,0,0,0,0,0,0,2800,0
Nebo hotel,4.2,varkala,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0,3830,3.545108005
"Elixir Cliff Beach Resort and Spa,Varkala",4.5,varkala,Free Wi-Fi,Free parking,Pool,Spa,Beach access,Restaurant,Room service,Kitchen,8048,3.545108005
Kerala Bamboo House,4.1,varkala,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Beach access,Room service,Full-service laundry,1043,2
Green Bay resort,4.4,varkala,0,0,0,0,0,0,0,0,1792,0
Sunview Beach Resort & Spa by Citrine,4,varkala,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Restaurant,Room service,5067,2
Tropical Temple,4.8,varkala,0,0,0,0,0,0,0,0,1814,0
Sand Castle Varkala,4.5,varkala,0,0,0,0,0,0,0,0,2018,0
"Soul, Varkala - Black Beach",4.3,varkala,0,0,0,0,0,0,0,0,1120,0
Paradise Inn Beach Resort,4.6,varkala,0,0,0,0,0,0,0,0,1442,0
Rachanas Black Beach Resort,3.8,varkala,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Beach access,Restaurant,1999,2
Hindustan Beach Retreat,4,varkala,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Beach access,6071,4
Mango Villa - Double or Twin Room with Garden View,4.7,varkala,Sleeps 2,1 bedroom,1 bathroom,2 beds,Air conditioning,Airport shuttle,Balcony,Crib,2768,3.545108005
THE VILLAGE,3,varkala,7 bedrooms,Air conditioning,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,No elevator,2576,24
Clafouti Beach Resort,4.1,varkala,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,4556,3
"The Lost Hostels, Varkala - Helipad",4.5,varkala,Wi-Fi,Beach access,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1304,3.545108005
